252109;1118;HELSETORGET DA;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;165462;;2022-02-23 00:00:00.000;2022-09-02 00:00:00.000
227472;1121;LANDSBYLEGANE STORD AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;851;;2019-06-11 00:00:00.000;2019-06-12 00:00:00.000
227470;1121;LANDSBYLEGANE STORD AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;148197;;2020-03-04 00:00:00.000;2020-03-05 00:00:00.000
213136;1126;LEGEHUSET VARDEN ANS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;3148;;2019-09-04 00:00:00.000;2019-09-05 00:00:00.000
213131;1126;LEGEHUSET VARDEN ANS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;3149;;2004-08-06 02:51:24.000;2021-12-02 00:00:00.000
213132;1126;LEGEHUSET VARDEN ANS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;110207;;2016-09-05 00:00:00.000;2016-09-06 00:00:00.000
213140;1126;LEGEHUSET VARDEN ANS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;123094;;2017-06-03 00:00:00.000;2017-06-04 00:00:00.000
213139;1126;LEGEHUSET VARDEN ANS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;146776;;2020-02-14 00:00:00.000;2020-03-14 00:00:00.000
212719;1128;MORVIK LEGEKONTOR;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;80703;;2015-08-27 00:00:00.000;2015-12-31 00:00:00.000
212722;1128;MORVIK LEGEKONTOR;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;111643;;2015-03-04 00:00:00.000;2022-05-31 00:00:00.000
390849;1133;LEGESENTERET I FLORVÅG DA;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;75777;;2020-04-29 00:00:00.000;2021-03-31 00:00:00.000
390846;1133;LEGESENTERET I FLORVÅG DA;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;75778;;2008-03-31 00:00:00.000;2020-09-13 00:00:00.000
390842;1133;LEGESENTERET I FLORVÅG DA;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;75779;;2019-04-29 00:00:00.000;2021-03-31 00:00:00.000
390853;1133;LEGESENTERET I FLORVÅG DA;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;120544;;2019-04-29 00:00:00.000;2021-03-31 00:00:00.000
390851;1133;LEGESENTERET I FLORVÅG DA;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;133124;;2019-05-01 00:00:00.000;2021-03-31 00:00:00.000
390852;1133;LEGESENTERET I FLORVÅG DA;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;150118;;2020-03-02 00:00:00.000;2022-03-11 00:00:00.000
221950;1138;LODDEFJORD LEGESENTER AS;1899-12-30 00:00:00.000;9999-12-31 23:59:59.997;559;;1979-01-01 00:00:00.000;2022-01-12 00:00:00.000
221956;1138;LODDEFJORD LEGESENTER AS;1899-12-30 00:00:00.000;9999-12-31 23:59:59.997;3195;;1979-01-01 00:00:00.000;2022-10-28 00:00:00.000
221951;1138;LODDEFJORD LEGESENTER AS;1899-12-30 00:00:00.000;9999-12-31 23:59:59.997;133145;;2017-12-14 00:00:00.000;2022-10-07 00:00:00.000
221952;1138;LODDEFJORD LEGESENTER AS;1899-12-30 00:00:00.000;9999-12-31 23:59:59.997;145145;;2019-08-14 00:00:00.000;2023-04-01 00:00:00.000
221949;1138;LODDEFJORD LEGESENTER AS;1899-12-30 00:00:00.000;9999-12-31 23:59:59.997;149331;;2020-02-03 00:00:00.000;2022-10-07 00:00:00.000
221957;1138;LODDEFJORD LEGESENTER AS;1899-12-30 00:00:00.000;9999-12-31 23:59:59.997;157928;;2021-02-25 00:00:00.000;2022-10-07 00:00:00.000
221948;1138;LODDEFJORD LEGESENTER AS;1899-12-30 00:00:00.000;9999-12-31 23:59:59.997;160002;;2021-06-15 00:00:00.000;2023-04-01 00:00:00.000
234275;1138;LODDEFJORD LEGESENTER AS;1899-12-30 00:00:00.000;9999-12-31 23:59:59.997;164232;;2021-12-28 00:00:00.000;2022-04-25 00:00:00.000
268435;1142;OLSVIK LEGESENTER;2014-08-28 15:50:37.897;9999-12-31 23:59:59.997;80559;;2014-08-28 15:50:37.897;2021-12-07 00:00:00.000
268438;1142;OLSVIK LEGESENTER;2014-08-28 15:50:37.897;9999-12-31 23:59:59.997;128536;;2017-05-10 00:00:00.000;2022-05-02 00:00:00.000
268436;1142;OLSVIK LEGESENTER;2014-08-28 15:50:37.897;9999-12-31 23:59:59.997;131841;;2020-02-09 00:00:00.000;2020-02-10 00:00:00.000
268433;1142;OLSVIK LEGESENTER;2014-08-28 15:50:37.897;9999-12-31 23:59:59.997;133806;;2020-02-09 00:00:00.000;2020-02-10 00:00:00.000
268446;1142;OLSVIK LEGESENTER;2014-08-28 15:50:37.897;9999-12-31 23:59:59.997;154226;;2020-08-18 00:00:00.000;2022-05-02 00:00:00.000
268440;1142;OLSVIK LEGESENTER;2014-08-28 15:50:37.897;9999-12-31 23:59:59.997;154820;;2020-10-02 00:00:00.000;2022-09-26 00:00:00.000
271857;1142;OLSVIK LEGESENTER;2014-08-28 15:50:37.897;9999-12-31 23:59:59.997;161348;;2021-08-23 00:00:00.000;2022-09-26 00:00:00.000
202115;1147;SLETTEBAKKEN LEGESENTER DA;2015-09-18 13:11:03.387;9999-12-31 23:59:59.997;1020;;2021-07-08 00:00:00.000;2021-07-09 00:00:00.000
202109;1147;SLETTEBAKKEN LEGESENTER DA;2015-09-18 13:11:03.387;9999-12-31 23:59:59.997;1023;;2018-01-11 00:00:00.000;2018-01-12 00:00:00.000
265495;1147;SLETTEBAKKEN LEGESENTER DA;2015-09-18 13:11:03.387;9999-12-31 23:59:59.997;146510;;2021-08-30 00:00:00.000;2022-09-09 00:00:00.000
202114;1147;SLETTEBAKKEN LEGESENTER DA;2015-09-18 13:11:03.387;9999-12-31 23:59:59.997;158481;;2021-08-30 00:00:00.000;2021-12-13 00:00:00.000
217323;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;87807;;2019-06-26 00:00:00.000;2019-06-27 00:00:00.000
217334;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;101702;;2021-03-04 00:00:00.000;2022-03-29 00:00:00.000
217341;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;107133;;2021-03-04 00:00:00.000;2021-08-23 00:00:00.000
217343;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;121689;;2019-06-26 00:00:00.000;2019-06-27 00:00:00.000
217333;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;126543;;2019-01-24 00:00:00.000;2019-01-25 00:00:00.000
217326;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;130082;;2019-02-21 00:00:00.000;2019-02-22 00:00:00.000
217345;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;131178;;2019-01-24 00:00:00.000;2019-01-25 00:00:00.000
217329;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;142268;;2021-02-24 00:00:00.000;2021-02-25 00:00:00.000
217344;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;143340;;2021-03-04 00:00:00.000;2021-08-23 00:00:00.000
217346;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;145197;;2020-05-11 00:00:00.000;2020-05-12 00:00:00.000
217325;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;147072;;2020-05-11 00:00:00.000;2020-05-12 00:00:00.000
217335;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;149913;;2021-02-27 00:00:00.000;2021-02-28 00:00:00.000
217331;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;158157;;2021-03-04 00:00:00.000;2022-09-01 00:00:00.000
217342;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;161345;;2021-08-23 00:00:00.000;2022-09-01 00:00:00.000
231037;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;163564;;2021-11-19 11:42:49.723;2022-02-25 00:00:00.000
260719;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;165637;;2022-02-25 00:00:00.000;2023-02-14 00:00:00.000
307775;1149;STRAUME LEGESENTER AS;2004-08-06 02:51:24.000;9999-12-31 23:59:59.997;166640;;2022-04-01 00:00:00.000;2022-08-26 00:00:00.000
325908;1155;ÅFJORD LEGEKONTOR;2012-06-15 00:00:00.000;2071-05-09 13:21:55.433;145694;;2022-09-15 10:20:45.723;2022-09-21 10:20:45.723
222735;1162;AURE LEGEKONTOR;2012-06-15 00:00:00.000;2071-04-15 18:50:55.857;149538;;2022-03-28 08:54:29.793;2022-04-03 08:54:29.793
221186;1162;AURE LEGEKONTOR;2012-06-15 00:00:00.000;2071-04-15 18:50:55.857;150709;;2022-10-05 18:59:55.007;2022-10-11 18:59:55.007
221187;1162;AURE LEGEKONTOR;2012-06-15 00:00:00.000;2071-04-15 18:50:55.857;154445;;2022-10-05 18:59:39.983;2022-10-11 18:59:39.983
221190;1162;AURE LEGEKONTOR;2012-06-15 00:00:00.000;2071-04-15 18:50:55.857;161400;;2021-08-24 00:00:00.000;2022-01-15 00:00:00.000
292554;1163;AVERØY KOMMUNE KOMMUNELEGEN;2023-03-06 00:00:00.000;2043-03-06 00:00:00.000;80545;;2022-06-29 00:00:00.000;2022-06-30 00:00:00.000
281848;1164;BAKKLANDET LEGEKONTOR;1753-01-01 00:00:00.000;2072-03-12 09:14:58.697;144212;;2022-06-22 08:22:42.743;2022-06-28 08:22:42.743
209238;1174;CHARLOTTENLUND LEGESENTER DA;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;128394;;2017-04-04 00:00:00.000;2017-04-05 00:00:00.000
254520;1179;EDDA LEGESENTER DA;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;154355;;2020-09-09 00:00:00.000;2022-06-14 14:22:36.683
346760;1183;FLATÅSEN LEGESENTER DA;2014-01-03 11:24:55.333;9999-12-31 23:59:59.997;77284;;2021-04-01 00:00:00.000;2021-04-12 00:00:00.000
185738;1183;FLATÅSEN LEGESENTER DA;2014-01-03 11:24:55.333;9999-12-31 23:59:59.997;116177;;2020-05-29 00:00:00.000;2020-06-29 00:00:00.000
185736;1183;FLATÅSEN LEGESENTER DA;2014-01-03 11:24:55.333;9999-12-31 23:59:59.997;151542;;2020-05-29 00:00:00.000;2021-12-29 00:00:00.000
213414;1186;FROSTA KOMMUNE ALMINNELIG HELSEVER;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;134027;;1753-01-01 00:00:00.000;2019-08-14 08:39:22.373
258761;1190;GRONG KOMMUNE LEGETJENESTEN;1753-01-01 00:00:00.000;2071-03-03 18:13:30.493;161505;;2021-08-26 00:00:00.000;2022-08-16 00:00:00.000
258767;1190;GRONG KOMMUNE LEGETJENESTEN;1753-01-01 00:00:00.000;2071-03-03 18:13:30.493;162250;;2021-09-09 00:00:00.000;2022-08-14 00:00:00.000
258758;1190;GRONG KOMMUNE LEGETJENESTEN;1753-01-01 00:00:00.000;2071-03-03 18:13:30.493;163163;;2021-10-26 00:00:00.000;2022-01-01 00:00:00.000
258763;1190;GRONG KOMMUNE LEGETJENESTEN;1753-01-01 00:00:00.000;2071-03-03 18:13:30.493;163662;;2021-12-03 00:00:00.000;2022-01-01 00:00:00.000
370110;1196;HEIMDAL LEGEDRIFT AS;2008-12-04 00:00:00.000;2070-12-02 11:55:11.603;94959;;2021-02-22 12:53:47.760;2021-02-28 12:53:47.760
249359;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;86268;;2013-06-11 00:00:00.000;2020-10-05 09:16:06.283
249366;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;107086;;2014-08-17 00:00:00.000;2015-04-01 00:00:00.000
249351;1198;HITRA KOMMUNE HELSEAVDELINGEN;1753-01-01 00:00:00.000;9999-12-31 23:59:59.997;130262;;2017-07-06 00:00:00.000;2017-12-01 00:00:00.000
